LON,LAT,M
-118.6676,34.18,5.0
-118.6673,34.1775,5.0
-118.6665,34.1839,2.0
-118.6663,34.1845,1.0
-118.6661,34.1824,1.0
-118.6652,34.1774,3.0
-118.6644,34.1774,2.0
-118.6644,34.1817,2.0
-118.6635,34.1855,1.0
-118.6634,34.1801,1.0
-118.663,34.1774,1.0
-118.6629,34.2002,2.0
-118.6626,34.1815,3.0
-118.6623,34.1796,2.0
-118.6616,34.2017,1.0
-118.6613,34.2007,2.0
-118.6612,34.1815,2.0
-118.6611,34.1982,2.0
-118.661,34.1797,3.0
-118.6606,34.2089,1.0
-118.6605,34.1864,3.0
-118.6604,34.1776,1.0
-118.6604,34.1894,1.0
-118.6601,34.1812,3.0
-118.6601,34.1987,2.0
-118.6601,34.2009,3.0
-118.66,34.1794,1.0
-118.66,34.1812,1.0
-118.6599,34.1775,3.0
-118.6599,34.187,1.0
-118.6594,34.1853,2.0
-118.659,34.1964,1.0
-118.659,34.1968,2.0
-118.659,34.2013,1.0
-118.6589,34.184,1.0
-118.6588,34.1783,1.0
-118.6588,34.1955,2.0
-118.6588,34.2089,1.0
-118.6585,34.1816,2.0
-118.6585,34.1861,6.0
-118.6584,34.1797,2.0
-118.6579,34.1758,2.0
-118.6579,34.1778,1.0
-118.6577,34.2194,3.0
-118.6576,34.2204,1.0
-118.6575,34.1828,1.0
-118.6574,34.221,1.0
-118.6572,34.2031,1.0
-118.6572,34.2208,1.0
-118.657,34.1894,1.0
-118.6569,34.2118,3.0
-118.6568,34.195,2.0
-118.6565,34.1923,3.0
-118.6564,34.1756,1.0
-118.6564,34.2078,1.0
-118.6564,34.2083,1.0
-118.6562,34.1904,1.0
-118.6561,34.1732,2.0
-118.6561,34.1828,2.0
-118.6561,34.1855,1.0
-118.6561,34.1856,2.0
-118.6559,34.1847,2.0
-118.6559,34.2025,2.0
-118.6559,34.2096,1.0
-118.6558,34.1699,2.0
-118.6558,34.1798,3.0
-118.6558,34.1847,1.0
-118.6557,34.1722,3.0
-118.6556,34.1864,1.0
-118.6555,34.1856,4.0
-118.6555,34.1924,1.0
-118.6554,34.2068,2.0
-118.6554,34.2109,1.0
-118.6553,34.1752,1.0
-118.6553,34.2195,5.0
-118.6551,34.178,2.0
-118.6549,34.1786,1.0
-118.6549,34.1856,1.0
-118.6549,34.1997,2.0
-118.6548,34.1752,2.0
-118.6548,34.2094,1.0
-118.6547,34.1726,1.0
-118.6547,34.1812,2.0
-118.6545,34.1792,1.0
-118.6545,34.198,2.0
-118.6543,34.1774,25.0
-118.6543,34.1847,4.0
-118.6542,34.171,1.0
-118.6542,34.188,3.0
-118.6541,34.1907,1.0
-118.6541,34.1908,2.0
-118.654,34.2197,2.0
-118.6539,34.2079,1.0
-118.6538,34.1841,1.0
-118.6537,34.1946,1.0
-118.6536,34.1731,1.0
-118.6536,34.1883,25.0
-118.6536,34.1946,4.0
-118.6536,34.2011,3.0
-118.6536,34.2093,1.0
-118.6535,34.1739,1.0
-118.6535,34.1803,1.0
-118.6535,34.1818,1.0
-118.6534,34.1796,1.0
-118.6534,34.1916,1.0
-118.6534,34.1954,2.0
-118.6533,34.1969,2.0
-118.6532,34.188,3.0
-118.6531,34.1849,3.0
-118.653,34.1676,2.0
-118.6529,34.1724,1.0
-118.6528,34.1786,1.0
-118.6528,34.1825,2.0
-118.6528,34.1906,3.0
-118.6527,34.2265,1.0
-118.6526,34.1683,2.0
-118.6526,34.1699,2.0
-118.6525,34.2081,3.0
-118.6523,34.1771,1.0
-118.6523,34.1778,3.0
-118.6523,34.1804,2.0
-118.6523,34.187,1.0
-118.6523,34.1944,1.0
-118.6523,34.2249,2.0
-118.6522,34.1732,1.0
-118.6522,34.186,1.0
-118.6522,34.1879,4.0
-118.6521,34.1742,1.0
-118.6521,34.1916,3.0
-118.652,34.1851,1.0
-118.652,34.1852,2.0
-118.652,34.1934,3.0
-118.6518,34.1964,3.0
-118.6517,34.1843,2.0
-118.6517,34.1951,1.0
-118.6516,34.1683,2.0
-118.6515,34.1717,1.0
-118.6515,34.1973,2.0
-118.6514,34.1711,1.0
-118.6514,34.2044,1.0
-118.6511,34.2034,1.0
-118.6511,34.2145,1.0
-118.651,34.1665,2.0
-118.651,34.1768,1.0
-118.651,34.1906,2.0
-118.651,34.1999,2.0
-118.651,34.2039,5.0
-118.6509,34.188,1.0
-118.6507,34.1915,1.0
-118.6507,34.2121,1.0
-118.6505,34.1683,17.0
-118.6505,34.1873,1.0
-118.6505,34.2024,1.0
-118.6505,34.2244,1.0
-118.6504,34.1712,2.0
-118.6503,34.1864,4.0
-118.6503,34.1931,1.0
-118.6503,34.215,3.0
-118.6502,34.1961,2.0
-118.6501,34.194,3.0
-118.65,34.1759,1.0
-118.65,34.1778,1.0
-118.65,34.2056,2.0
-118.6499,34.1948,2.0
-118.6498,34.1846,2.0
-118.6496,34.1814,3.0
-118.6496,34.2134,3.0
-118.6495,34.1797,3.0
-118.6495,34.2142,2.0
-118.6494,34.1662,1.0
-118.6494,34.1683,1.0
-118.6494,34.223,2.0
-118.6493,34.1857,1.0
-118.6493,34.1987,4.0
-118.6493,34.2095,1.0
-118.6492,34.2019,1.0
-118.6492,34.2107,1.0
-118.6491,34.1736,3.0
-118.6491,34.1908,1.0
-118.649,34.1821,1.0
-118.649,34.1836,2.0
-118.649,34.2212,1.0
-118.6489,34.1884,3.0
-118.6489,34.2037,2.0
-118.6489,34.229,1.0
-118.6487,34.1876,1.0
-118.6486,34.1921,1.0
-118.6485,34.1929,5.0
-118.6485,34.2198,1.0
-118.6484,34.1868,2.0
-118.6483,34.1742,1.0
-118.6483,34.2192,1.0
-118.6482,34.1685,1.0
-118.6482,34.1741,2.0
-118.6482,34.1946,1.0
-118.6482,34.2154,1.0
-118.6481,34.2053,1.0
-118.648,34.1911,2.0
-118.6479,34.1714,2.0
-118.6479,34.1839,2.0
-118.6479,34.185,2.0
-118.6479,34.1911,1.0
-118.6478,34.1956,1.0
-118.6478,34.2015,1.0
-118.6477,34.2018,1.0
-118.6476,34.1723,2.0
-118.6476,34.2018,2.0
-118.6475,34.1686,1.0
-118.6475,34.1747,2.0
-118.6475,34.2113,6.0
-118.6474,34.1663,2.0
-118.6474,34.182,1.0
-118.6474,34.1888,1.0
-118.6474,34.1957,3.0
-118.6474,34.2037,2.0
-118.6473,34.1973,7.0
-118.6472,34.179,3.0
-118.6472,34.1879,2.0
-118.6472,34.202,6.0
-118.6472,34.2298,2.0
-118.6471,34.2085,1.0
-118.6471,34.2118,1.0
-118.647,34.1779,5.0
-118.6469,34.1871,1.0
-118.6468,34.1862,2.0
-118.6468,34.1871,1.0
-118.6468,34.2225,1.0
-118.6468,34.2241,5.0
-118.6467,34.1862,1.0
-118.6467,34.1918,1.0
-118.6466,34.1853,3.0
-118.6466,34.1926,1.0
-118.6466,34.221,6.0
-118.6465,34.1793,1.0
-118.6465,34.1935,2.0
-118.6464,34.1961,1.0
-118.6464,34.2118,1.0
-118.6463,34.17,3.0
-118.6463,34.1842,1.0
-118.6463,34.2051,1.0
-118.6462,34.1665,4.0
-118.6459,34.1749,1.0
-118.6459,34.1891,1.0
-118.6459,34.2204,4.0
-118.6458,34.1713,1.0
-118.6458,34.213,31.0
-118.6458,34.2151,2.0
-118.6457,34.1719,2.0
-118.6457,34.2068,1.0
-118.6456,34.1732,1.0
-118.6455,34.2051,1.0
-118.6454,34.1716,1.0
-118.6453,34.1831,2.0
-118.6453,34.1874,2.0
-118.6453,34.1975,1.0
-118.6452,34.1706,1.0
-118.6452,34.1818,1.0
-118.6451,34.1844,1.0
-118.6451,34.1908,1.0
-118.645,34.1648,2.0
-118.645,34.1652,1.0
-118.6449,34.2011,2.0
-118.6449,34.2203,1.0
-118.6448,34.169,1.0
-118.6448,34.1737,2.0
-118.6448,34.1909,1.0
-118.6448,34.1917,1.0
-118.6447,34.1925,3.0
-118.6446,34.1779,11.0
-118.6446,34.1943,2.0
-118.6445,34.1635,1.0
-118.6445,34.1934,1.0
-118.6445,34.2032,3.0
-118.6445,34.2033,1.0
-118.6445,34.2107,3.0
-118.6444,34.1795,1.0
-118.6443,34.1802,1.0
-118.6442,34.1817,3.0
-118.6442,34.1829,2.0
-118.6442,34.1832,2.0
-118.6442,34.1846,1.0
-118.6441,34.1961,2.0
-118.644,34.1858,3.0
-118.644,34.197,2.0
-118.644,34.207,2.0
-118.644,34.2216,2.0
-118.6439,34.1632,1.0
-118.6439,34.1867,1.0
-118.6439,34.2179,4.0
-118.6439,34.2217,2.0
-118.6438,34.1898,1.0
-118.6437,34.2141,1.0
-118.6435,34.2198,1.0
-118.6435,34.2199,1.0
-118.6434,34.1786,1.0
-118.6434,34.1801,1.0
-118.6433,34.1642,3.0
-118.6432,34.2183,3.0
-118.6431,34.1834,1.0
-118.6431,34.1847,1.0
-118.643,34.1624,2.0
-118.643,34.1779,1.0
-118.643,34.1891,2.0
-118.6429,34.2047,2.0
-118.6428,34.1851,1.0
-118.6428,34.1866,7.0
-118.6428,34.1867,21.0
-118.6427,34.1874,4.0
-118.6427,34.1882,7.0
-118.6427,34.2371,1.0
-118.6426,34.1665,1.0
-118.6426,34.1684,17.0
-118.6426,34.1898,2.0
-118.6426,34.1926,1.0
-118.6426,34.2169,1.0
-118.6425,34.1769,2.0
-118.6425,34.1918,1.0
-118.6425,34.1933,24.0
-118.6425,34.1937,3.0
-118.6424,34.167,7.0
-118.6424,34.208,1.0
-118.6424,34.2107,1.0
-118.6421,34.1659,2.0
-118.6421,34.1956,1.0
-118.6421,34.1957,1.0
-118.6421,34.2023,2.0
-118.6419,34.2217,1.0
-118.6418,34.1642,1.0
-118.6418,34.1726,2.0
-118.6418,34.1738,2.0
-118.6418,34.1747,1.0
-118.6418,34.1755,1.0
-118.6418,34.1776,1.0
-118.6418,34.1784,1.0
-118.6418,34.1801,2.0
-118.6418,34.1866,6.0
-118.6418,34.2198,1.0
-118.6418,34.2207,1.0
-118.6416,34.1653,2.0
-118.6416,34.2084,2.0
-118.6415,34.1632,1.0
-118.6414,34.1833,2.0
-118.6414,34.184,1.0
-118.6412,34.1674,1.0
-118.6411,34.1647,2.0
-118.6411,34.202,2.0
-118.641,34.1647,1.0
-118.6409,34.2096,2.0
-118.6408,34.1737,7.0
-118.6408,34.1755,1.0
-118.6408,34.1792,5.0
-118.6408,34.181,1.0
-118.6408,34.1825,1.0
-118.6407,34.2133,2.0
-118.6407,34.215,1.0
-118.6407,34.2155,1.0
-118.6407,34.216,1.0
-118.6407,34.2169,1.0
-118.6406,34.2192,5.0
-118.6405,34.189,1.0
-118.6404,34.2033,1.0
-118.6403,34.1923,1.0
-118.6402,34.1932,4.0
-118.6402,34.198,4.0
-118.6401,34.2018,1.0
-118.6401,34.2058,2.0
-118.64,34.1673,1.0
-118.6399,34.1654,1.0
-118.6397,34.1709,1.0
-118.6397,34.1849,1.0
-118.6396,34.1675,3.0
-118.6396,34.1719,2.0
-118.6396,34.2141,1.0
-118.6395,34.2195,1.0
-118.6394,34.1666,1.0
-118.6393,34.1827,1.0
-118.6392,34.1856,1.0
-118.6392,34.1865,8.0
-118.6392,34.1982,1.0
-118.6391,34.1883,1.0
-118.6389,34.194,3.0
-118.6388,34.2214,1.0
-118.6387,34.1719,1.0
-118.6387,34.2011,4.0
-118.6386,34.1737,1.0
-118.6386,34.1755,1.0
-118.6386,34.1773,1.0
-118.6386,34.1981,2.0
-118.6386,34.2167,1.0
-118.6385,34.1684,1.0
-118.6385,34.1797,2.0
-118.6385,34.1967,1.0
-118.6385,34.2054,2.0
-118.6385,34.2104,2.0
-118.6385,34.2196,1.0
-118.6384,34.1812,1.0
-118.6382,34.1829,1.0
-118.6381,34.1931,2.0
-118.6381,34.2203,1.0
-118.6379,34.1627,2.0
-118.6378,34.1617,2.0
-118.6377,34.194,1.0
-118.6377,34.1948,1.0
-118.6376,34.1948,1.0
-118.6375,34.1793,1.0
-118.6375,34.2182,3.0
-118.6373,34.2167,1.0
-118.6372,34.1783,1.0
-118.6371,34.198,1.0
-118.6371,34.2212,1.0
-118.637,34.206,7.0
-118.6369,34.1793,1.0
-118.6369,34.1855,3.0
-118.6369,34.1874,2.0
-118.6369,34.1888,33.0
-118.6369,34.1971,1.0
-118.6368,34.1826,2.0
-118.6368,34.1844,1.0
-118.6368,34.1845,1.0
-118.6368,34.1883,3.0
-118.6368,34.1891,2.0
-118.6368,34.1934,1.0
-118.6368,34.2009,1.0
-118.6367,34.1589,2.0
-118.6367,34.1832,1.0
-118.6367,34.1924,3.0
-118.6366,34.181,2.0
-118.6366,34.1907,2.0
-118.6365,34.1719,1.0
-118.6365,34.2098,1.0
-118.6365,34.2119,1.0
-118.6365,34.2132,3.0
-118.6364,34.1665,4.0
-118.6364,34.1684,3.0
-118.6364,34.1692,1.0
-118.6364,34.1701,1.0
-118.6364,34.1719,3.0
-118.6364,34.1773,2.0
-118.6364,34.1774,1.0
-118.6364,34.1839,2.0
-118.6363,34.1981,1.0
-118.6363,34.2162,2.0
-118.6363,34.2225,1.0
-118.6361,34.1809,1.0
-118.6361,34.2212,1.0
-118.636,34.2119,1.0
-118.6358,34.2028,1.0
-118.6357,34.2203,2.0
-118.6356,34.2008,1.0
-118.6356,34.2102,1.0
-118.6355,34.1898,1.0
-118.6355,34.1935,1.0
-118.6355,34.2102,1.0
-118.6355,34.2192,2.0
-118.6354,34.1644,1.0
-118.6354,34.1701,2.0
-118.6354,34.2142,2.0
-118.6353,34.2172,3.0
-118.6352,34.1637,2.0
-118.6352,34.1831,5.0
-118.6351,34.2007,1.0
-118.635,34.2042,1.0
-118.6349,34.1571,2.0
-118.6347,34.1864,1.0
-118.6347,34.1966,1.0
-118.6346,34.1692,1.0
-118.6346,34.1792,3.0
-118.6346,34.1846,1.0
-118.6346,34.216,2.0
-118.6345,34.1628,2.0
-118.6345,34.1882,3.0
-118.6345,34.189,6.0
-118.6345,34.1899,4.0
-118.6345,34.1928,4.0
-118.6345,34.1937,3.0
-118.6345,34.1946,2.0
-118.6344,34.1643,12.0
-118.6344,34.183,2.0
-118.6344,34.1855,2.0
-118.6344,34.1864,1.0
-118.6344,34.2196,2.0
-118.6344,34.2206,2.0
-118.6343,34.1532,2.0
-118.6343,34.1709,1.0
-118.6343,34.1737,2.0
-118.6343,34.1755,1.0
-118.6343,34.1786,1.0
-118.6343,34.1809,1.0
-118.6342,34.1665,2.0
-118.6342,34.1719,1.0
-118.6342,34.177,1.0
-118.6342,34.2055,1.0
-118.6341,34.1601,1.0
-118.6341,34.1846,2.0
-118.6341,34.2008,1.0
-118.634,34.1601,1.0
-118.634,34.1765,8.0
-118.6339,34.1691,2.0
-118.6338,34.1691,4.0
-118.6338,34.1864,1.0
-118.6337,34.2072,3.0
-118.6336,34.1622,3.0
-118.6336,34.2045,1.0
-118.6336,34.2138,1.0
-118.6336,34.2158,1.0
-118.6335,34.1899,1.0
-118.6335,34.1914,1.0
-118.6335,34.2226,1.0
-118.6333,34.1548,46.0
-118.6333,34.1846,1.0
-118.6333,34.1854,1.0
-118.6333,34.2197,2.0
-118.6329,34.1508,1.0
-118.6328,34.206,2.0
-118.6328,34.211,1.0
-118.6327,34.1837,1.0
-118.6327,34.1937,1.0
-118.6327,34.1984,1.0
-118.6326,34.1899,2.0
-118.6326,34.2005,1.0
-118.6325,34.1575,1.0
-118.6325,34.1601,2.0
-118.6325,34.1875,1.0
-118.6324,34.2011,1.0
-118.6324,34.2398,2.0
-118.6322,34.2023,7.0
-118.6322,34.2082,1.0
-118.6322,34.2119,1.0
-118.6322,34.2141,2.0
-118.6322,34.216,1.0
-118.6322,34.2172,3.0
-118.6322,34.2183,1.0
-118.6322,34.2193,3.0
-118.6321,34.1683,1.0
-118.6321,34.1719,1.0
-118.6321,34.1755,2.0
-118.6321,34.1756,1.0
-118.6321,34.1773,2.0
-118.6321,34.1791,1.0
-118.6321,34.1864,3.0
-118.6321,34.1987,4.0
-118.6321,34.2037,1.0
-118.632,34.156,5.0
-118.632,34.1641,1.0
-118.632,34.1657,6.0
-118.632,34.1665,1.0
-118.632,34.1683,1.0
-118.632,34.1984,1.0
-118.6318,34.1561,1.0
-118.6316,34.1978,1.0
-118.6315,34.1622,3.0
-118.6315,34.1634,4.0
-118.6315,34.1828,1.0
-118.6315,34.1855,1.0
-118.6315,34.1864,7.0
-118.6315,34.1882,1.0
-118.6315,34.1883,2.0
-118.6315,34.1899,2.0
-118.6315,34.1937,1.0
-118.6315,34.1946,5.0
-118.6315,34.1968,1.0
-118.6315,34.2101,2.0
-118.6314,34.2097,1.0
-118.6313,34.1527,3.0
-118.6313,34.1719,1.0
-118.6313,34.2033,7.0
-118.6311,34.1615,12.0
-118.6311,34.2138,2.0
-118.6311,34.214,1.0
-118.6311,34.2175,1.0
-118.631,34.1994,2.0
-118.6309,34.1626,3.0
-118.6308,34.1626,8.0
-118.6308,34.2024,3.0
-118.6308,34.2235,1.0
-118.6307,34.1979,2.0
-118.6306,34.1665,1.0
-118.6306,34.1701,1.0
-118.6305,34.2101,2.0
-118.6304,34.1882,4.0
-118.6304,34.1899,3.0
-118.6304,34.1946,1.0
-118.6304,34.2042,2.0
-118.6304,34.2163,2.0
-118.6303,34.1575,1.0
-118.6303,34.1864,4.0
-118.6303,34.2138,1.0
-118.6303,34.2153,3.0
-118.6302,34.1618,22.0
-118.6302,34.1937,2.0
-118.6302,34.2119,1.0
-118.6301,34.1701,4.0
-118.6301,34.1737,1.0
-118.6301,34.1999,4.0
-118.6301,34.2225,1.0
-118.6301,34.2242,12.0
-118.63,34.1666,1.0
-118.63,34.2193,2.0
-118.6299,34.1602,1.0
-118.6299,34.1653,1.0
-118.6299,34.1683,1.0
-118.6299,34.1701,1.0
-118.6299,34.1773,4.0
-118.6299,34.1864,3.0
-118.6298,34.1526,1.0
-118.6298,34.1601,2.0
-118.6298,34.1611,7.0
-118.6298,34.1654,2.0
-118.6298,34.1738,2.0
-118.6298,34.1979,2.0
-118.6297,34.1526,3.0
-118.6297,34.1531,1.0
-118.6297,34.1532,1.0
-118.6297,34.1549,2.0
-118.6297,34.155,2.0
-118.6296,34.1564,1.0
-118.6296,34.1714,2.0
-118.6296,34.1855,2.0
-118.6296,34.1864,1.0
-118.6295,34.1812,2.0
-118.6295,34.201,9.0
-118.6294,34.1646,2.0
-118.6294,34.1899,1.0
-118.6294,34.1914,3.0
-118.6294,34.1946,4.0
-118.6294,34.2035,49.0
-118.6294,34.205,1.0
-118.6293,34.2119,4.0
-118.6292,34.2196,1.0
-118.6291,34.1636,1.0
-118.6291,34.2005,1.0
-118.6289,34.1637,6.0
-118.6288,34.1638,7.0
-118.6288,34.1719,3.0
-118.6287,34.1676,7.0
-118.6287,34.2091,2.0
-118.6286,34.1597,1.0
-118.6285,34.1928,1.0
-118.6285,34.1947,3.0
-118.6284,34.1546,1.0
-118.6284,34.1588,2.0
-118.6284,34.1899,3.0
-118.6284,34.2065,5.0
-118.6284,34.216,2.0
-118.6283,34.1864,1.0
-118.6283,34.189,2.0
-118.6283,34.1937,1.0
-118.6283,34.2169,1.0
-118.6282,34.1597,1.0
-118.6282,34.1882,4.0
-118.6282,34.1937,1.0
-118.6281,34.1561,1.0
-118.6281,34.1597,2.0
-118.6281,34.1617,2.0
-118.628,34.1481,1.0
-118.628,34.1719,1.0
-118.6278,34.2047,3.0
-118.6278,34.2083,3.0
-118.6278,34.2092,1.0
-118.6278,34.2104,1.0
-118.6278,34.2126,1.0
-118.6278,34.2158,1.0
-118.6278,34.2193,2.0
-118.6277,34.1528,4.0
-118.6277,34.1644,3.0
-118.6277,34.1666,6.0
-118.6277,34.1683,3.0
-118.6277,34.1701,1.0
-118.6277,34.1791,1.0
-118.6277,34.1828,2.0
-118.6277,34.1846,2.0
-118.6277,34.1864,3.0
-118.6277,34.1968,4.0
-118.6277,34.2001,3.0
-118.6277,34.2049,1.0
-118.6275,34.2057,6.0
-118.6275,34.2064,3.0
-118.6274,34.1618,1.0
-118.6274,34.1624,1.0
-118.6274,34.1883,457.0
-118.6273,34.1658,3.0
-118.6273,34.2331,12.0
-118.6272,34.1545,1.0
-118.6272,34.1937,4.0
-118.6272,34.1946,3.0
-118.6271,34.2167,1.0
-118.627,34.1504,1.0
-118.6269,34.1591,1.0
-118.6269,34.1639,1.0
-118.6269,34.1649,7.0
-118.6268,34.1649,1.0
-118.6267,34.1512,1.0
-118.6266,34.1639,1.0
-118.6266,34.205,2.0
-118.6266,34.2062,1.0
-118.6265,34.165,6.0
-118.6264,34.2153,2.0
-118.6262,34.1515,1.0
-118.6262,34.1641,1.0
-118.6262,34.1651,15.0
-118.6262,34.172,1.0
-118.6262,34.1979,1.0
-118.6262,34.201,2.0
-118.6262,34.2019,4.0
-118.6262,34.2034,3.0
-118.6262,34.2042,1.0
-118.6262,34.2126,1.0
-118.6262,34.2184,7.0
-118.6261,34.1501,1.0
-118.6261,34.1828,2.0
-118.6261,34.1837,1.0
-118.6261,34.1937,4.0
-118.6261,34.1946,5.0
-118.626,34.1522,1.0
-118.626,34.1565,1.0
-118.626,34.1566,1.0
-118.626,34.1719,1.0
-118.6259,34.1487,1.0
-118.6259,34.1937,14.0
-118.6259,34.2026,1.0
-118.6258,34.1558,1.0
-118.6258,34.1643,3.0
-118.6258,34.1865,25.0
-118.6258,34.2083,1.0
-118.6258,34.2118,3.0
-118.6258,34.2194,1.0
-118.6257,34.1588,1.0
-118.6257,34.1623,1.0
-118.6257,34.2057,1.0
-118.6257,34.2073,1.0
-118.6257,34.2091,1.0
-118.6257,34.2092,1.0
-118.6257,34.2144,1.0
-118.6257,34.2707,1.0
-118.6256,34.1533,1.0
-118.6256,34.1579,2.0
-118.6256,34.1865,42.0
-118.6256,34.201,1.0
-118.6256,34.205,1.0
-118.6255,34.1672,1.0
-118.6255,34.1683,4.0
-118.6255,34.1701,1.0
-118.6255,34.1761,2.0
-118.6255,34.1774,2.0
-118.6255,34.1937,13.0
-118.6255,34.1953,1.0
-118.6254,34.1664,2.0
-118.6254,34.1811,2.0
-118.6254,34.1845,3.0
-118.6254,34.2001,1.0
-118.6253,34.2454,1.0
-118.6252,34.1738,1.0
-118.6251,34.1615,2.0
-118.6251,34.1738,2.0
-118.6251,34.2065,1.0
-118.6251,34.2103,2.0
-118.6249,34.148,2.0
-118.6249,34.1502,1.0
-118.6249,34.1555,27.0
-118.6249,34.1838,3.0
-118.6249,34.1946,6.0
-118.6249,34.226,2.0
-118.6248,34.1489,3.0
-118.6248,34.1947,1.0
-118.6247,34.1506,1.0
-118.6247,34.1552,2.0
-118.6247,34.2093,1.0
-118.6246,34.1607,2.0
-118.6246,34.1838,1.0
-118.6246,34.2019,1.0
-118.6246,34.2141,1.0
-118.6246,34.2155,2.0
-118.6246,34.2184,1.0
-118.6245,34.2034,1.0
-118.6245,34.2119,1.0
-118.6245,34.2132,1.0
-118.6245,34.214,2.0
-118.6245,34.2169,4.0
-118.6243,34.1647,9.0
-118.6243,34.1657,1.0
-118.6243,34.1937,3.0
-118.6242,34.1565,2.0
-118.624,34.1524,5.0
-118.624,34.2155,1.0
-118.624,34.2194,1.0
-118.6239,34.1658,13.0
-118.6238,34.1557,4.0
-118.6238,34.1599,2.0
-118.6238,34.1828,2.0
-118.6238,34.1865,43.0
-118.6238,34.2104,2.0
-118.6237,34.1503,2.0
-118.6236,34.227,1.0
-118.6235,34.1865,75.0
-118.6235,34.2181,2.0
-118.6235,34.2194,2.0
-118.6235,34.2228,1.0
-118.6234,34.1828,2.0
-118.6234,34.1846,13.0
-118.6234,34.1847,4.0
-118.6234,34.1864,15.0
-118.6234,34.1865,20.0
-118.6234,34.1899,2.0
-118.6234,34.1907,3.0
-118.6234,34.1913,4.0
-118.6234,34.1922,1.0
-118.6234,34.1937,27.0
-118.6234,34.1942,2.0
-118.6234,34.1959,1.0
-118.6234,34.1976,2.0
-118.6234,34.1992,2.0
-118.6234,34.201,9.0
-118.6234,34.2026,2.0
-118.6234,34.205,4.0
-118.6234,34.2067,6.0
-118.6234,34.2083,14.0
-118.6234,34.2084,2.0
-118.6234,34.2119,4.0
-118.6234,34.2137,1.0
-118.6234,34.214,9.0
-118.6234,34.2155,1.0
-118.6234,34.217,1.0
-118.6233,34.1633,1.0
-118.6233,34.1646,1.0
-118.6233,34.1647,1.0
-118.6233,34.1648,1.0
-118.6233,34.165,13.0
-118.6233,34.1658,5.0
-118.6233,34.166,37.0
-118.6233,34.1671,4.0
-118.6233,34.1683,9.0
-118.6233,34.1692,1.0
-118.6233,34.1701,3.0
-118.6233,34.171,2.0
-118.6233,34.1719,1.0
-118.6233,34.172,4.0
-118.6233,34.1747,2.0
-118.6233,34.1763,1.0
-118.6233,34.1767,1.0
-118.6233,34.1774,5.0
-118.6233,34.1792,4.0
-118.6233,34.181,1.0
-118.6233,34.1812,1.0
-118.6232,34.2469,5.0
-118.623,34.188,2.0
-118.623,34.1889,1.0
-118.6228,34.1599,2.0
-118.6228,34.205,2.0
-118.6227,34.22,4.0
-118.6224,34.1583,2.0
-118.6224,34.1981,1.0
-118.6224,34.2137,2.0
-118.6223,34.1758,1.0
-118.6223,34.1954,1.0
-118.6223,34.2175,1.0
-118.6223,34.2185,2.0
-118.6223,34.2483,8.0
-118.6221,34.1572,2.0
-118.6221,34.1595,1.0
-118.622,34.163,1.0
-118.622,34.2065,1.0
-118.622,34.2119,2.0
-118.622,34.2427,1.0
-118.6219,34.1477,1.0
-118.6219,34.148,1.0
-118.6219,34.1599,1.0
-118.6219,34.189,1.0
-118.6219,34.1906,2.0
-118.6218,34.1881,6.0
-118.6218,34.1915,4.0
-118.6218,34.2119,2.0
-118.6217,34.2103,1.0
-118.6217,34.2426,1.0
-118.6216,34.1969,2.0
-118.6216,34.2028,1.0
-118.6216,34.2083,2.0
-118.6215,34.172,1.0
-118.6215,34.1792,1.0
-118.6215,34.1937,5.0
-118.6214,34.1874,1.0
-118.6214,34.1979,1.0
-118.6214,34.2052,3.0
-118.6214,34.2119,5.0
-118.6214,34.2237,2.0
-118.6213,34.151,2.0
-118.6213,34.1648,1.0
-118.6213,34.1774,1.0
-118.6213,34.1942,1.0
-118.6213,34.2019,2.0
-118.6213,34.2164,2.0
-118.6213,34.2165,1.0
-118.6213,34.2176,1.0
-118.6213,34.2194,3.0
-118.6212,34.181,1.0
-118.6212,34.1828,2.0
-118.6212,34.1846,4.0
-118.6212,34.1864,17.0
-118.6212,34.1865,3.0
-118.6212,34.1923,1.0
-118.6212,34.1937,6.0
-118.6212,34.2019,1.0
-118.6211,34.1518,2.0
-118.6211,34.1538,1.0
-118.6211,34.1667,11.0
-118.6211,34.1678,1.0
-118.6211,34.1683,4.0
-118.6211,34.1692,4.0
-118.6211,34.1701,1.0
-118.6211,34.171,2.0
-118.6211,34.172,5.0
-118.6211,34.1747,2.0
-118.621,34.1489,2.0
-118.621,34.164,1.0
-118.621,34.189,1.0
-118.6209,34.1489,4.0
-118.6209,34.1526,3.0
-118.6209,34.1527,1.0
-118.6209,34.1625,1.0
-118.6209,34.1626,4.0
-118.6209,34.1774,3.0
-118.6209,34.2741,1.0
-118.6208,34.1553,1.0
-118.6208,34.196,3.0
-118.6208,34.2087,1.0
-118.6207,34.165,1.0
-118.6207,34.1669,17.0
-118.6207,34.2064,1.0
-118.6207,34.2185,1.0
-118.6206,34.2143,7.0
-118.6205,34.148,1.0
-118.6205,34.1571,3.0
-118.6205,34.165,6.0
-118.6205,34.1979,1.0
-118.6204,34.2103,2.0
-118.6204,34.2119,2.0
-118.6203,34.166,20.0
-118.6203,34.1937,4.0
-118.6203,34.2047,2.0
-118.6203,34.2198,3.0
-118.6203,34.2229,4.0
-118.6203,34.2249,2.0
-118.6203,34.2266,2.0
-118.6201,34.1498,3.0
